Title,Price,Product-SKU,Product-Barcode,Colors,Sizes,URL
,"Rs.4,490",0135361,WPS2522600,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2522600
,"Rs.4,490",0110667,WPS2422125,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2422125
,"Rs.10,990",0137562,WPL2530716,,"S,M,L",https://zellbury.com/products/kurta-dupatta-trouser-wpl2530716
,"Rs.10,990",0138834,WPL2530718,,"S,M,L",https://zellbury.com/products/kurta-dupatta-trouser-wpl2530718
,"Rs.10,990",0138838,WPL2530717,,"S,M,L",https://zellbury.com/products/kurta-dupatta-trouser-wpl2530717
,"Rs.10,990",0137451,WPL2520711,,"S,M,L",https://zellbury.com/products/kurta-trouser-wpl2520711
,"Rs.3,890",0119566,WPC2423216,,"S,M,L,XL",https://zellbury.com/products/kurta-trouser-wpc2423216
,"Rs.1,490",0135923,WPC2512607,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-wpc2512607
,"Rs.1,490",0135929,WPC2512609,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-wpc2512609
,"Rs.1,490",0135940,WPC2512605,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-wpc2512605
,"Rs.1,490",0136107,WPC2512603,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-wpc2512603
,"Rs.1,490",0136093,WPC2512606,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-wpc2512606
,"Rs.1,490",0136089,WPC2512604,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-wpc2512604
,"Rs.3,390",0136156,WPC2522627,,"S,M,L,XL",https://zellbury.com/products/kurta-trouser-wpc2522627
,"Rs.1,490",0136077,WPC2512608,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-wpc2512608
,"Rs.1,490",0136101,WPC2512601,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-wpc2512601
,"Rs.2,990",0136141,WPC2522621,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-wpc2522621
,"Rs.3,390",0136049,WPC2522626,,"S,M,L,XL",https://zellbury.com/products/kurta-trouser-wpc2522626
,"Rs.3,390",0119977,WPW2421523,,"S,M,L,XL",https://zellbury.com/products/kurta-trouser-wpw2421523
,"Rs.1,990",0136005,WPC2512610,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-wpc2512610
,"Rs.2,990",0136039,WPC2522622,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-wpc2522622
,"Rs.9,990",0101745,ZWFRE3241,,"S,M,L",https://zellbury.com/products/kurta-dupatta-trouser-3241
,"Rs.1,490",0090532,WTS22E10028,"Beige,Black,Navy Blue,Off-White,White","XS,S,M,L,XL",https://zellbury.com/collections/women-trousers/products/trouser-0028?variant=42580748697647
,"Rs.1,490",0086705,WTS22X10007,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/women-trousers/products/trouser-0007?variant=42580742373423
,"Rs.1,490",0086735,WTS22X10008,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/women-trousers/products/trouser-0008?variant=42580731002927
,"Rs.1,890",0086883,WTS22E10023,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/women-trousers/products/shalwar-0023?variant=42580736802863
,"Rs.1,490",0086805,WTS22X10010,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/women-trousers/products/trouser-0010?variant=42580753481775
,"Rs.1,890",0086948,WTS22E10025,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/women-trousers/products/straight-trouser-wts22e10025?variant=43097383469103
,"Rs.1,090",0101919,WTS22X10027,"Black,Khaki,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/women-trousers/products/trouser-0027?variant=42580759576623
,"Rs.1,490",0086825,WTS22X10011,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/women-trousers/products/straight-trouser-wts22x10011?variant=43097386418223
,Rs.990,0086570,WTS22X10002,"Black,Off White,Beige,White,Navy Blue","XS,S,M,L,XL",https://zellbury.com/collections/women-trousers/products/shalwar-ws001?variant=42581616164911
,"Rs.2,790",0119081,WBT22E500,Black,,https://zellbury.com/products/canvas-bags-wbt22e500
,"Rs.2,790",0120445,WBT22E512,Green,,https://zellbury.com/products/canvas-bags-wbt22e512
,"Rs.2,790",0122501,WBT22E525,Aqua,,https://zellbury.com/products/canvas-bags-wbt22e525
,"Rs.2,790",0122503,WBT22E527,White,,https://zellbury.com/products/canvas-bags-wbt22e527
,"Rs.2,790",0128009,WBT25E587,Black,,https://zellbury.com/products/canvas-bags-wbt25e587
,"Rs.2,790",0131976,WBT25E665,Beige,,https://zellbury.com/products/canvas-bags-wbt25e665
,"Rs.2,790",0131977,WBT25E666,Purple,,https://zellbury.com/products/canvas-bags-wbt25e666
,"Rs.2,690",0107111,WBS22E273,"Peach,Black,Grey",,https://zellbury.com/products/shoulder-bags-e273
,"Rs.2,790",0127747,WBS25E580,"Black,Mustard",,https://zellbury.com/products/shoulder-bags-wbs25e580
,"Rs.3,290",0124908,WBS25E551,"Black,Mustard,Mint Green,Purple",,https://zellbury.com/collections/shoulder-bags/products/shoulder-bags-wbs25e551?variant=43699713245231
,"Rs.3,290",0124908,WBS25E551,"Black,Mustard,Mint Green,Purple",,https://zellbury.com/products/shoulder-bags-wbs25e551
,"Rs.2,690",0131700,WBS25E657,"Beige,Black,Brown,Mustard",,https://zellbury.com/collections/shoulder-bags/products/shoulder-bags-wbs25e657?variant=43831078977583
,"Rs.2,690",0131700,WBS25E657,"Beige,Black,Brown,Mustard",,https://zellbury.com/products/shoulder-bags-wbs25e657
,"Rs.3,490",0131970,WBS25E662,"Black,Brown,Mustard",,https://zellbury.com/products/shoulder-bags-wbs25e662
,"Rs.3,290",0132181,WBS25E672,"Black,Green,Mustard",,https://zellbury.com/products/shoulder-bags-wbs25e672
,"Rs.3,490",0132856,WBS25E695,"Black,Dark Brown,Light Brown",,https://zellbury.com/products/shoulder-bags-wbs25e695
,"Rs.2,890",0134476,WBS25E718,"Black,Green,Camel",,https://zellbury.com/products/shoulder-bags-wbs25e718
,"Rs.2,990",0134599,WBS25E748,"Black,Green,Mustard",,https://zellbury.com/products/shoulder-bags-wbs25e748
,"Rs.3,490",0137833,WBS25E820,"White,Peach",,https://zellbury.com/products/shoulder-bags-wbs25e820
,"Rs.2,890",0135778,WBS25E767,"Black,Fawn,Mustard,Mehndi Green",,https://zellbury.com/collections/shoulder-bags/products/shoulder-bags-wbs25e767?variant=44474896842799
,"Rs.2,890",0135778,WBS25E767,"Black,Fawn,Mustard,Mehndi Green",,https://zellbury.com/products/shoulder-bags-wbs25e767
,"Rs.3,290",0137672,WBS25E819,"Black,Green,Fawn,Mustard",,https://zellbury.com/collections/shoulder-bags/products/shoulder-bags-wbs25e819?variant=44474905002031
,"Rs.3,290",0137672,WBS25E819,"Black,Green,Fawn,Mustard",,https://zellbury.com/products/shoulder-bags-wbs25e819
,"Rs.1,890",0135069,WBC25E756,"Beige,Black,Brown",,https://zellbury.com/products/cross-body-bags-wbc25e756
,"Rs.2,490",0135799,WBC25E782,"Black,Green,Peach,Orange",,https://zellbury.com/collections/cross-body-bags/products/cross-body-bags-wbc25e782?variant=44262299762735
,"Rs.2,490",0135799,WBC25E782,"Black,Green,Peach,Orange",,https://zellbury.com/products/cross-body-bags-wbc25e782
,"Rs.2,690",0135791,WBC25E765,"Black,Brown,Grey",,https://zellbury.com/products/cross-body-bags-wbc25e765
,"Rs.2,490",0135794,WBC25E781,"Black,Green,White,Mustard,Tea Pink",,https://zellbury.com/collections/cross-body-bags/products/cross-body-bags-wbc25e781?variant=44337742708783
,"Rs.2,490",0135794,WBC25E781,"Black,Green,White,Mustard,Tea Pink",,https://zellbury.com/products/cross-body-bags-wbc25e781
,"Rs.2,690",0135062,WBC25E754,"Black,Peach,Mint Green",,https://zellbury.com/products/cross-body-bags-wbc25e754
,"Rs.2,690",0136325,WBC25E776,"Black,Brown,Maroon",,https://zellbury.com/products/cross-body-bags-wbc25e776
,"Rs.2,690",0135930,WBC25E783,"Green,Maroon,Purple,White,Mustard",,https://zellbury.com/collections/cross-body-bags/products/cross-body-bags-wbc25e783?variant=44445213065263
,"Rs.2,690",0135930,WBC25E783,"Green,Maroon,Purple,White,Mustard",,https://zellbury.com/products/cross-body-bags-wbc25e783
,"Rs.2,490",0136306,WBC25E769,"Black,Fawn,Mustard",,https://zellbury.com/products/cross-body-bags-wbc25e769
,"Rs.3,290",0137796,WBC25E813,"Black,Brown,Green,Cream",,https://zellbury.com/collections/cross-body-bags/products/cross-body-bags-wbc25e813?variant=44474896416815
,"Rs.3,290",0137796,WBC25E813,"Black,Brown,Green,Cream",,https://zellbury.com/products/cross-body-bags-wbc25e813
,"Rs.2,490",0136730,WBC25E807,"Black,Brown,Mustard",,https://zellbury.com/products/cross-body-bags-wbc25e807
,"Rs.3,290",0137793,WBC25E812,"Black,White,Peach",,https://zellbury.com/products/cross-body-bags-wbc25e812
,"Rs.2,490",0136740,WBC25E811,"Black,Green,Cream,Mustard",,https://zellbury.com/collections/cross-body-bags/products/cross-body-bags-wbc25e811?variant=44474896547887
,"Rs.2,490",0136740,WBC25E811,"Black,Green,Cream,Mustard",,https://zellbury.com/products/cross-body-bags-wbc25e811
,"Rs.1,890",0134565,WBC25E740,White,,https://zellbury.com/products/cross-body-bag-wbc25e740
,"Rs.2,890",0137790,WBC25E810,"Black,Mustard,Tea Pink",,https://zellbury.com/products/cross-body-bags-wbc25e810
,"Rs.1,890",0136713,WBC25E800,"Beige,Black,Pink,White,Brown",,https://zellbury.com/collections/cross-body-bags/products/cross-body-bags-wbc25e800?variant=44477321150511
,"Rs.1,890",0136713,WBC25E800,"Beige,Black,Pink,White,Brown",,https://zellbury.com/products/cross-body-bags-wbc25e800
,"Rs.2,790",0134579,WBT25E752,Pink,,https://zellbury.com/products/canvas-bags-wbt25e752
,"Rs.3,890",0135083,WBT25E762,"Black,Green",,https://zellbury.com/products/tote-bags-wbt25e762
,"Rs.3,290",0134519,WBT25E731,"Black,Brown,Green",,https://zellbury.com/products/tote-bags-wbt25e731
,"Rs.2,990",0135086,WBT25E763,"Black,Fawn,Mustard,Peach",,https://zellbury.com/collections/tote-bags/products/tote-bags-wbt25e763?variant=44262299893807
,"Rs.2,990",0135086,WBT25E763,"Black,Fawn,Mustard,Peach",,https://zellbury.com/products/tote-bags-wbt25e763
,"Rs.3,290",0134481,WBT25E720,"Black,Mustard,Light Grey",,https://zellbury.com/products/tote-bags-wbt25e720
,"Rs.2,790",0134463,WBT25E712,Green,,https://zellbury.com/products/canvas-bag-wbt25e712
,"Rs.2,990",0135876,WBT25E761,"Black,Mustard",,https://zellbury.com/products/canvas-bag-wbt25e761
,"Rs.2,990",0135875,WBT25E764,"Black,Mustard",,https://zellbury.com/products/canvas-bag-wbt25e764
,"Rs.2,990",0132895,WBT25E701,"Black,Brown,Fawn",,https://zellbury.com/products/tote-bags-wbt25e701
,"Rs.2,990",0135782,WBT25E768,"Black,Green,Mustard",,https://zellbury.com/products/tote-bags-wbt25e768
,"Rs.2,990",0136702,WBT25E796,Yellow,,https://zellbury.com/products/canvas-bag-wbt25e796
,"Rs.2,790",0136697,WBT25E793,White,,https://zellbury.com/products/canvas-bag-wbt25e793
,"Rs.2,790",0137845,WBT25E823,Black,,https://zellbury.com/products/canvas-bag-wbt25e823
,"Rs.2,790",0136701,WBT25E795,Red,,https://zellbury.com/products/canvas-bag-wbt25e795
,"Rs.3,890",0137340,WBT25E818,"Black,Cream",,https://zellbury.com/products/tote-bags-wbt25e818
,"Rs.2,190",0131683,WBC25E651,Beige,,https://zellbury.com/products/clutch-wbc25e651
,"Rs.1,890",0130651,WBC25E623,"Black,Mustard",,https://zellbury.com/products/clutch-wbc25e623
,"Rs.1,890",0127778,WBC25E584,"Mustard,Black,Camel",,https://zellbury.com/products/clutch-wbc25e584
,"Rs.1,890",0135078,WBC25E758,"Black,Fawn,Peach",,https://zellbury.com/products/clutch-wbc25e758
,"Rs.2,190",0129954,WBC25E604,"Black,Blue",,https://zellbury.com/products/clutch-wbc25e604
,"Rs.1,890",0135080,WBC25E759,"Black,Camel",,https://zellbury.com/products/clutch-wbc25e759
,"Rs.1,890",0127776,WBC25E585,"Black,Brown,Mustard,Navy",,https://zellbury.com/collections/clutch/products/clutch-wbc25e585?variant=43693516062767
,"Rs.1,890",0127776,WBC25E585,"Black,Brown,Mustard,Navy",,https://zellbury.com/products/clutch-wbc25e585
,"Rs.1,890",0128739,WBC25E600,"Black,Brown,Camel",,https://zellbury.com/products/clutch-wbc25e600
,"Rs.2,290",0116905,WUW24E20354,,,https://zellbury.com/products/shirt-shalwar-wuw24e20354
,"Rs.1,990",0137863,WUC25X20003,,,https://zellbury.com/products/shirt-dupatta-wuc25x20003
,"Rs.5,490",0101975,WULC22E30300,,,https://zellbury.com/products/shirt-shalwar-dupatta-0300
,"Rs.2,290",0122828,WUS25E20165,,,https://zellbury.com/products/shirt-shalwar-wus25e20165
,"Rs.3,990",0135232,WUS25E30403,,,https://zellbury.com/products/embroidered-shirt-shalwar-dupatta-wus25e30403
,"Rs.4,490",0128881,WUS25E30804,,,https://zellbury.com/products/shirt-shalwar-dupatta-wus25e30804
,Rs.790,0127607,FTSS25008,Dark Pink,,https://zellbury.com/products/towel-sets-ftss25008
,"Rs.1,990",0136757,ELIXIR-50ML,,"50ml,100ml",https://zellbury.com/products/fragrances-elixir
,"Rs.2,990",0101118,MJD24E003,"Light Blue,Black,Blue","S,M,L,XL",https://zellbury.com/products/denim-jacket-mjd24e001
,"Rs.2,490",0114120,MGSS25009,Olive,"S,M,L,XL",https://zellbury.com/products/sweat-shirt-mgss25009
,"Rs.3,490",0113461,MJD25003,"Mid Blue,Dark Blue,Sky Blue,Black","S,M,L,XL",https://zellbury.com/collections/denim-jackets/products/jacket-mjd25002?variant=43304603680815
,"Rs.2,290",0089162,MGH23008,Charcoal,"S,M,L,XL",https://zellbury.com/products/graphic-hoodie-mgh23008
,"Rs.4,190",0114498,Merino 2425,"Black,Brown,Maroon,Teal,Navy,Olive",,https://zellbury.com/collections/men-blended-collection/products/merino-wool-wash-wear-suit-merino-2425?variant=43269239734319
,"Rs.3,290",0113767,Comfort 08 2425,"Black,White,Dark Green,Brown,Dark Grey,Navy,Off White,Royal Blue,Khaki,Cream",,https://zellbury.com/collections/men-cotton-collection/products/comfort-cotton-suit-comfort-08-2425?variant=43231461081135
,"Rs.6,990",0127986,MCB25001,Navy,"36,38,40,42,44",https://zellbury.com/products/blazer-mcb25001
,"Rs.1,690",0120998,MBX24E001,,"S,M,L,XL",https://zellbury.com/products/boxer-mbx24e001
,Rs.590,0117278,MSO24L017,,"39-42,43-46",https://zellbury.com/products/long-socks-mso24l017
,Rs.590,0117270,MSO24L013,,"39-42,43-46",https://zellbury.com/products/long-socks-plain
,Rs.590,0117274,MSO24L015,,"39-42,43-46",https://zellbury.com/products/long-socks-mso24l015
,Rs.490,0117258,MSO24C006,,"39-42,43-46",https://zellbury.com/products/quarter-crew-socks-mso24c006
,Rs.590,0117276,MSO24L016,,"39-42,43-46",https://zellbury.com/products/long-socks-mso24l016
,Rs.490,0117260,MSO24C007,,"39-42,43-46",https://zellbury.com/products/quarter-crew-socks-mso24c007
,Rs.490,0117266,MSO24N011,,"39-42,43-46",https://zellbury.com/products/no-show-socks-mso24n011
,Rs.490,0117256,MSO24A005,,"39-42,43-46",https://zellbury.com/products/ankle-socks-mso24a005
,Rs.490,0117248,MSO24A001,,"39-42,43-46",https://zellbury.com/products/ankle-socks-plain
,Rs.490,0117268,MSO24N012,,"39-42,43-46",https://zellbury.com/products/no-show-socks-mso24n012
,Rs.490,0117280,MSO24C008,,"39-42,43-46",https://zellbury.com/products/quarter-crew-socks-plain
,"Rs.1,690",0121006,MBX24E003,,"S,M,L,XL",https://zellbury.com/products/boxer-mbx24e003
,"Rs.1,690",0121002,MBX24E002,,"S,M,L,XL",https://zellbury.com/products/boxer-mbx24e002
,"Rs.1,690",0121010,MBX24E004,,"S,M,L,XL",https://zellbury.com/products/boxer-mbx24e004
,"Rs.6,990",0127991,MCB25002,Brown,"36,38,40,42,44",https://zellbury.com/products/blazer-mcb25002
,"Rs.6,990",0128001,MCB25004,Charcoal,"36,38,40,42,44",https://zellbury.com/products/blazer-mcb25004
,"Rs.6,990",0127996,MCB25003,Black,"36,38,40,42,44",https://zellbury.com/products/blazer-mcb25003
,"Rs.3,290",0113767,Comfort 08 2425,"Black,White,Dark Green,Brown,Dark Grey,Navy,Off White,Royal Blue,Khaki,Cream",,https://zellbury.com/products/comfort-cotton-suit-comfort-08-2425
,"Rs.3,690",0113698,Titanium 08 2425,"Black,White,Blue,Dark Olive,Chocolate,Navy,Off White,SLATE",,https://zellbury.com/collections/men-cotton-collection/products/titanium-cotton-suit-08-2425?variant=43615702417455
,"Rs.3,690",0113698,Titanium 08 2425,"Black,White,Blue,Dark Olive,Chocolate,Navy,Off White,SLATE",,https://zellbury.com/products/titanium-cotton-suit-08-2425
,"Rs.3,990",0099538,Silver Star-PC,"Black,Dark Green,Fawn,Smokey Grey,Brown,White,Coffee,Dark Grey,Khaki,Navy,Off White",,https://zellbury.com/collections/men-cotton-collection/products/cotton-silver-star-pc?variant=42421925150767
,"Rs.3,990",0099538,Silver Star-PC,"Black,Dark Green,Fawn,Smokey Grey,Brown,White,Coffee,Dark Grey,Khaki,Navy,Off White",,https://zellbury.com/products/cotton-silver-star-pc
,"Rs.2,990",0099550,Comfort-PC,"Black,Navy,White,Dark Grey,Brown,Dark Green,Grey,Fawn,Off White,Royal Blue,Black2","4.25,S,M,L,XL",https://zellbury.com/collections/men-cotton-collection/products/cotton-shalwar-kameez-mskc250034?variant=43297629569071
,"Rs.2,990",0099550,Comfort-PC,"Black,Navy,White,Dark Grey,Brown,Dark Green,Grey,Fawn,Off White,Royal Blue,Black2","4.25,S,M,L,XL",https://zellbury.com/products/cotton-shalwar-kameez-mskc250034
,"Rs.4,190",0114498,Merino 2425,"Black,Brown,Maroon,Teal,Navy,Olive",,https://zellbury.com/products/merino-wool-wash-wear-suit-merino-2425
,"Rs.3,190",0114715,Legacy 2425,"Black,Blue,Brown,Teal,White,Charcoal,Dark Brown,Navy,Off -White,Olive,Beige,Cream",,https://zellbury.com/collections/men-blended-collection/products/legacy-wash-wear-legacy-2425?variant=43279311601711
,"Rs.3,190",0114715,Legacy 2425,"Black,Blue,Brown,Teal,White,Charcoal,Dark Brown,Navy,Off -White,Olive,Beige,Cream",,https://zellbury.com/products/legacy-wash-wear-legacy-2425
,"Rs.2,690",0106287,Boski-PC,"Cream,Off White",,https://zellbury.com/products/wash-wear-boski-pc
,"Rs.3,290",0112256,Imperial-PC,"Black,Charcoal Grey,Ice Blue,Navy,Off White,Royal Blue,Light Grey,Beige,Mehndi Green,Sky Blue,White,Sea Green,Tea Pink,Dark Blue",,https://zellbury.com/collections/men-blended-collection/products/imperial-wash-wear-suit?variant=43175063191599
,"Rs.3,290",0112256,Imperial-PC,"Black,Charcoal Grey,Ice Blue,Navy,Off White,Royal Blue,Light Grey,Beige,Mehndi Green,Sky Blue,White,Sea Green,Tea Pink,Dark Blue",,https://zellbury.com/products/imperial-wash-wear-suit
,"Rs.2,690",0113662,Supreme 08 2425,"Black,Grey,Dark Blue,Teal,Dark Brown,Navy,Light Brown,Off White,Sky Blue",,https://zellbury.com/collections/men-blended-collection/products/wash-wear-supreme-pc?variant=42316187828271
,"Rs.2,690",0113662,Supreme 08 2425,"Black,Grey,Dark Blue,Teal,Dark Brown,Navy,Light Brown,Off White,Sky Blue",,https://zellbury.com/products/wash-wear-supreme-pc
,"Rs.2,290",0098805,Infinity-PC,"Black,Dark Green,Charcoal,Navy,Chocolate Brown,Sky Blue,Grey,Off White,Beige",,https://zellbury.com/collections/men-blended-collection/products/wash-wear-infinity-pc?variant=42316188385327
,"Rs.2,290",0098805,Infinity-PC,"Black,Dark Green,Charcoal,Navy,Chocolate Brown,Sky Blue,Grey,Off White,Beige",,https://zellbury.com/products/wash-wear-infinity-pc
,"Rs.2,890",0127566,Slub Elite,"Beige,Brown,Light  Blue,Mehndi Green,Stone,Dusky Blue",,https://zellbury.com/collections/men-blended-collection/products/slub-elite-wash-wear-suit?variant=43629441941551
,"Rs.2,890",0127566,Slub Elite,"Beige,Brown,Light  Blue,Mehndi Green,Stone,Dusky Blue",,https://zellbury.com/products/slub-elite-wash-wear-suit
,"Rs.3,490",0113680,Marvel 08 2425,"Black,Off White,Navy,Teal,Ash Grey,Chocolate,Coffee,Indigo,Dark Green,Cream,Oat Meal,Brown,Grey","4.25,S,M,L,XL",https://zellbury.com/collections/men-blended-collection/products/marvel-shalwar-kameez?variant=42281352724527
,"Rs.3,490",0113680,Marvel 08 2425,"Black,Off White,Navy,Teal,Ash Grey,Chocolate,Coffee,Indigo,Dark Green,Cream,Oat Meal,Brown,Grey","4.25,S,M,L,XL",https://zellbury.com/products/marvel-shalwar-kameez
,"Rs.2,990",0083441,Jade-PC,"Dark Green,Sand,Dark Blue,Rust,Coconut Brown,Olive,Charcoal,Light Blue,Grey,Light Brown,Brown,Teal,Blue,Light Grey,Ash Grey,SLATE,Slate Grey,Dark Grey,Indigo,Teal Green,Turqouise,Mocha,Lavender,Mehndi Green,Maroon,Chocolate Brown,Dark Brown,Light  Blue","4.25,S,M,L,XL",https://zellbury.com/collections/men-blended-collection/products/wash-wear-shalwar-kameez-jade?variant=43297853964335
,"Rs.2,990",0083441,Jade-PC,"Dark Green,Sand,Dark Blue,Rust,Coconut Brown,Olive,Charcoal,Light Blue,Grey,Light Brown,Brown,Teal,Blue,Light Grey,Ash Grey,SLATE,Slate Grey,Dark Grey,Indigo,Teal Green,Turqouise,Mocha,Lavender,Mehndi Green,Maroon,Chocolate Brown,Dark Brown,Light  Blue","4.25,S,M,L,XL",https://zellbury.com/products/wash-wear-shalwar-kameez-jade
,"Rs.1,990",0113652,Express 08 2425,"Black,Grey,Brown,Navy,Maroon,Teal,Off White,Ash Grey,OATMEAL,Sea Green,Dark Green,Off -White,Oat Meal,Khaki,Dark Grey,Beige","4.25,S,M,L,XL",https://zellbury.com/collections/men-blended-collection/products/express-shalwar-kameez-mske?variant=42281437855791
,"Rs.1,990",0113652,Express 08 2425,"Black,Grey,Brown,Navy,Maroon,Teal,Off White,Ash Grey,OATMEAL,Sea Green,Dark Green,Off -White,Oat Meal,Khaki,Dark Grey,Beige","4.25,S,M,L,XL",https://zellbury.com/products/express-shalwar-kameez-mske
,"Rs.2,790",0114152,MGH25007,Maroon,"S,M,L,XL",https://zellbury.com/products/hoodie-mgh25007
,"Rs.3,290",0114192,MGZH25005,Fawn,"S,M,L,XL",https://zellbury.com/products/hoodie-mgzh25005
,"Rs.3,290",0114184,MGZH25003,Black,"S,M,L,XL",https://zellbury.com/products/hoodie-mgzh25003
,"Rs.3,290",0114188,MGZH25004,Fawn,"S,M,L,XL",https://zellbury.com/products/hoodie-mgzh25004
,"Rs.2,990",0114029,MBZH25001,"Olive,Fawn,Maroon,Navy,Black,Ash Grey","S,M,L,XL",https://zellbury.com/products/hoodie-mbzh25001?variant=43317388017711
,"Rs.2,990",0114033,MBZH25001,"Olive,Fawn,Maroon,Navy,Black,Ash Grey","S,M,L,XL",https://zellbury.com/products/hoodie-mbzh25001?variant=43317388214319
,"Rs.2,990",0114037,MBZH25001,"Olive,Fawn,Maroon,Navy,Black,Ash Grey","S,M,L,XL",https://zellbury.com/products/hoodie-mbzh25001?variant=43317388607535
,"Rs.2,990",0114034,MBZH25001,"Olive,Fawn,Maroon,Navy,Black,Ash Grey","S,M,L,XL",https://zellbury.com/products/hoodie-mbzh25001?variant=43317388476463
,"Rs.2,990",0114036,MBZH25001,"Olive,Fawn,Maroon,Navy,Black,Ash Grey","S,M,L,XL",https://zellbury.com/products/hoodie-mbzh25001?variant=43317388345391
,"Rs.2,990",0114036,MBZH25001,"Olive,Fawn,Maroon,Navy,Black,Ash Grey","S,M,L,XL",https://zellbury.com/collections/hoodies/products/hoodie-mbzh25001?variant=43317388345391
,"Rs.2,990",0114036,MBZH25001,"Olive,Fawn,Maroon,Navy,Black,Ash Grey","S,M,L,XL",https://zellbury.com/products/hoodie-mbzh25001
,"Rs.2,590",0114075,MBHX25001,"Maroon,Black,Ash Grey,Navy,Olive","S,M,L,XL",https://zellbury.com/products/hoodie-mbhx25001?variant=43375381512239
,"Rs.2,590",0114078,MBHX25001,"Maroon,Black,Ash Grey,Navy,Olive","S,M,L,XL",https://zellbury.com/products/hoodie-mbhx25001?variant=43375381774383
,"Rs.2,590",0114076,MBHX25001,"Maroon,Black,Ash Grey,Navy,Olive","S,M,L,XL",https://zellbury.com/products/hoodie-mbhx25001?variant=43375381643311
,"Rs.2,590",0114076,MBHX25001,"Maroon,Black,Ash Grey,Navy,Olive","S,M,L,XL",https://zellbury.com/collections/hoodies/products/hoodie-mbhx25001?variant=43375381643311
,"Rs.2,590",0114076,MBHX25001,"Maroon,Black,Ash Grey,Navy,Olive","S,M,L,XL",https://zellbury.com/products/hoodie-mbhx25001
,"Rs.3,290",0114208,MGZH25009,Olive,"S,M,L,XL",https://zellbury.com/products/graphic-zipper-hoodie-mgzh25009
,"Rs.3,090",0100284,MGZH24S0006,Maroon,"S,M,L,XL",https://zellbury.com/products/graphic-hoodie-mgzh24s0006
,"Rs.2,490",0089212,MGZH23008,Charcoal,"S,M,L,XL",https://zellbury.com/products/graphic-hoodie-mgzh23008
,"Rs.2,790",0100075,MBZH24E0002,"Black,Navy,Charcoal,Fawn,Maroon","S,M,L,XL",https://zellbury.com/collections/hoodies/products/hoodie-mbzh24e0001?variant=43189341388847
,"Rs.2,790",0100075,MBZH24E0002,"Black,Navy,Charcoal,Fawn,Maroon","S,M,L,XL",https://zellbury.com/products/hoodie-mbzh24e0001
,"Rs.2,290",0100051,MBH24E0001,"Black,Navy,Charcoal,Fawn,Maroon","S,M,L,XL",https://zellbury.com/collections/hoodies/products/hoodie-mbh24e0001?variant=43189342175279
,"Rs.2,290",0100051,MBH24E0001,"Black,Navy,Charcoal,Fawn,Maroon","S,M,L,XL",https://zellbury.com/products/hoodie-mbh24e0001
,"Rs.2,290",0089147,MGH23005,Heather Grey,"S,M,L,XL",https://zellbury.com/products/graphic-hoodie-mgh23005
,"Rs.2,490",0089187,MGZH23003,Navy,"S,M,L,XL",https://zellbury.com/products/graphic-hoodie-mgzh23003
,"Rs.2,490",0114014,MBH25001,"Maroon,Ash Grey,Fawn,Navy,Black,Olive","S,M,L,XL",https://zellbury.com/products/hoodie-mbh25001?variant=43293392371759
,"Rs.2,490",0114009,MBH25001,"Maroon,Ash Grey,Fawn,Navy,Black,Olive","S,M,L,XL",https://zellbury.com/products/hoodie-mbh25001?variant=43293391355951
,"Rs.2,490",0114013,MBH25001,"Maroon,Ash Grey,Fawn,Navy,Black,Olive","S,M,L,XL",https://zellbury.com/products/hoodie-mbh25001?variant=43293392109615
,"Rs.2,490",0114012,MBH25001,"Maroon,Ash Grey,Fawn,Navy,Black,Olive","S,M,L,XL",https://zellbury.com/products/hoodie-mbh25001?variant=43293391618095
,"Rs.2,490",0114010,MBH25001,"Maroon,Ash Grey,Fawn,Navy,Black,Olive","S,M,L,XL",https://zellbury.com/products/hoodie-mbh25001?variant=43293391847471
,"Rs.2,490",0114010,MBH25001,"Maroon,Ash Grey,Fawn,Navy,Black,Olive","S,M,L,XL",https://zellbury.com/collections/hoodies/products/hoodie-mbh25001?variant=43293391847471
